Pressure Sensor,Temperature Sensor,Flow Sensor,Vibration Sensor,Gas Sensor,Position Sensor,Tension Sensor,Acoustic Sensor,Humidity Sensor,Optical Sensor,Magnetic Sensor,Seismic Sensor,Chemical Sensor,Rate of Penetration Sensor,Weight on Bit Sensor,RPM Sensor,Leak Detection Sensor,Corrosion Sensor,Timestamp,Location,NMR Sensor (Porosity %),NMR Sensor (Permeability mD),NMR Sensor (T2 Relaxation Time ms),NMR Sensor (T1 Relaxation Time ms),Resistivity Sensor (ohm-m),Gamma Ray Sensor (API Units),Density Sensor (g/cm³),Neutron Sensor (Porosity %)
4714.423,146.638,8292.32,2.425,969.55,20.109,57.422,3859.339,14.399,581.418,5.166,1.878,23.254,145.403,27980.052,222.233,7.131,2.491,2015-05-06 09:57:45.737152,Site-38,32.90737794607279,6.3,641.32,9334.98,291.27,264,1.906,29.34
16050.289,476.541,5511.072,3.005,287.115,22.396,221.502,16373.619,19.235,664.044,0.475,1.806,74.379,164.228,55102.787,214.186,2.499,6.236,2015-05-07 09:57:45.737152,Site-5,31.458763341406648,15.18,144.51,3110.72,221.34,191,1.657,83.69
11097.138,472.203,6056.983,42.468,867.145,9.516,119.096,7419.642,44.025,426.481,5.107,1.815,93.368,166.681,31198.628,75.522,2.186,6.785,2015-05-08 09:57:45.737152,Site-35,51.20885766986639,8.46,633.53,8359.47,351.34,70,2.188,83.37
6949.887,-14.445,7391.102,22.753,654.654,333.975,269.674,4838.517,34.087,606.316,0.998,0.546,12.001,154.993,4796.768,332.034,7.142,6.036,2015-05-09 09:57:45.737152,Site-35,94.06901877232318,20.34,404.93,4419.01,602.38,33,1.565,13.78
16782.901,66.695,4305.052,9.562,839.198,41.812,318.489,1840.505,66.796,475.581,4.13,0.055,74.886,120.93,62884.995,216.713,6.303,0.037,2015-05-10 09:57:45.737152,Site-14,4.778136468140537,20.64,464.8,6543.79,648.43,280,1.674,71.37
1102.628,210.887,9053.311,0.55,101.598,142.916,383.951,18290.311,57.102,485.029,0.719,1.539,14.842,4.27,90059.72,195.802,8.063,6.389,2015-05-11 09:57:45.737152,Site-6,35.22309750707453,10.79,801.45,3345.1,297.42,46,1.818,29.23
3563.254,46.379,5137.624,3.251,500.15,120.582,402.847,3063.142,25.219,484.913,8.022,1.032,53.521,133.62,3701.839,252.947,7.611,7.411,2015-05-12 09:57:45.737152,Site-17,85.65719886833357,13.87,332.57,5160.21,947.4,220,2.936,46.72
15841.839,91.024,6165.586,0.072,361.862,94.432,46.904,19207.88,56.067,463.289,4.222,1.428,96.244,162.046,72252.859,210.299,0.112,4.441,2015-05-13 09:57:45.737152,Site-34,39.60544774354668,15.95,147.08,2938.5,262.03,148,2.672,43.01
6688.578,433.214,2381.929,26.575,533.494,273.397,1.695,594.128,80.024,624.136,2.308,1.912,35.85,53.028,57256.827,6.317,5.185,6.691,2015-05-14 09:57:45.737152,Site-28,19.9156897597067,45.14,873.47,612.08,712.16,42,2.286,60.02
15248.089,402.4,8047.841,16.974,161.062,296.502,317.385,4891.226,67.22,422.46,6.316,1.267,74.021,127.22,80971.935,106.495,9.313,0.949,2015-05-15 09:57:45.737152,Site-9,42.47941813314118,17.31,212.21,1394.64,81.57,232,1.837,34.71
2502.166,60.685,8377.839,27.828,467.101,5.606,413.087,2262.448,10.446,463.355,6.642,0.964,64.489,21.98,58230.924,381.45,3.671,7.474,2015-05-16 09:57:45.737152,Site-26,38.55525014916693,45.82,294.1,2907.45,664.88,271,2.252,7.33
11489.705,422.187,4345.524,25.121,668.42,303.54,134.807,1957.069,70.833,564.49,8.103,1.749,71.087,85.851,10460.178,145.961,0.913,4.375,2015-05-17 09:57:45.737152,Site-15,91.54162014667034,36.08,706.62,9762.56,460.0,36,2.441,67.27
8120.373669916379,-50.0,6670.918319722081,14.604351755267947,830.542960256323,137.76682752005223,179.31737024562622,5249.880850179075,53.14878955803096,434.6063665783151,5.807390119058773,0.424753967857504,54.401036626191775,81.11913126999109,16743.44475116048,245.82283171829425,8.823441186946154,2.6595222716796867,2015-05-18 09:57:45.737152,Site-45,76.19343757430971,35.57,683.58,9656.76,569.15,20,1.507,96.06
6125.235312145147,431.9072996109388,10000.0,0.0,551.4801093922921,12.764212835514948,455.77439491761913,16494.3668259367,47.58559558672335,400.0,7.077581553705151,1.3340791534088174,45.90178693789697,20.93888388980708,60685.52318005869,214.83064312348893,2.7455865679597387,8.977896835106085,2015-05-19 09:57:45.737152,Site-42,50.51155557440063,80.47,800.42,8276.81,184.15,254,2.932,66.79
12580.098,250.294,9075.068,41.226,839.78,251.222,454.983,14518.447,18.17,426.475,8.065,1.956,92.797,106.968,55355.142,240.602,2.434,9.085,2015-05-20 09:57:45.737152,Site-1,98.8370566721571,6.56,183.95,2325.83,433.62,150,2.409,53.96
10456.337,366.536,9904.255,12.658,953.966,56.024,199.851,6545.323,3.114,694.106,9.626,0.002,29.29,192.286,5529.957,220.309,1.46,7.147,2015-05-21 09:57:45.737152,Site-34,46.527753127592334,12.51,352.34,4416.58,766.3,202,2.933,16.36
7938.141152330621,82.36383022133477,4943.852258055978,11.92128353764263,251.95599009144345,21.484944627233816,484.91041905917416,1209.0114663078875,0.0,403.40738832094974,6.95526770355701,0.9449436188094692,37.754233828150745,139.32868212003677,25441.6718265366,10.453877187312486,8.862072339076187,0.6713352399151056,2015-05-22 09:57:45.737152,Site-6,5.823783082027523,117.13,125.97,4398.39,767.11,132,2.18,62.52
1218.907,588.339,2716.742,47.697,508.71,62.366,188.807,2663.949,90.072,618.138,4.488,0.966,39.404,116.203,78192.957,344.847,4.883,9.265,2015-05-23 09:57:45.737152,Site-6,26.22743218149849,15.53,541.09,3870.35,237.63,123,2.404,61.11
4360.725,388.546,8435.77,7.628,135.406,283.148,372.45,16922.51,77.816,437.08,4.926,0.336,2.789,34.636,22952.18,405.256,7.784,1.05,2015-05-24 09:57:45.737152,Site-30,43.60704802193126,1.2,292.64,449.76,352.66,89,2.169,61.88
9225.656,371.898,8458.717,11.775,8.851,80.552,298.741,16854.918,38.921,462.119,5.481,1.246,81.695,35.206,20709.068,468.582,4.0,1.988,2015-05-25 09:57:45.737152,Site-12,15.690262414612013,16.4,688.97,5345.74,3.91,168,1.514,89.23
603.703,12.337,3950.62,5.144,684.806,71.352,184.535,9915.906,57.858,405.485,0.559,0.172,32.094,151.251,33727.766,95.865,7.376,2.184,2015-05-26 09:57:45.737152,Site-27,94.7565126324043,22.99,0.44,729.05,90.05,47,2.732,71.63
462.589,-4.928,2416.281,14.554,925.721,85.035,270.436,911.371,2.455,505.182,9.478,1.771,40.947,108.307,4182.753,209.261,4.256,2.019,2015-05-27 09:57:45.737152,Site-22,76.68488978177731,1.47,59.78,8019.38,126.82,215,2.151,78.34
8066.488,479.75,4402.363,20.391,213.552,232.405,11.734,4862.112,90.183,622.44,6.619,1.975,12.555,78.971,93167.761,255.568,3.397,9.867,2015-05-28 09:57:45.737152,Site-21,26.828720042777267,76.24,432.62,6913.38,293.72,164,2.183,31.33
3382.211,555.264,5476.243,0.167,107.991,316.981,45.864,6100.598,51.764,442.244,2.086,0.616,85.118,125.781,73233.63,58.121,6.118,1.407,2015-05-29 09:57:45.737152,Site-50,59.08045335179158,9.84,958.19,3528.02,759.04,254,2.022,27.04
9674.195,478.401,7863.678,4.824,212.654,99.123,44.598,15397.054,96.589,624.889,7.41,0.614,35.94,184.222,86172.595,102.299,9.152,2.05,2015-05-30 09:57:45.737152,Site-24,72.1449157109572,27.9,890.86,6471.72,510.3,276,2.127,20.68
5480.067,508.028,2121.912,35.044,309.202,70.18,359.368,7053.011,70.642,499.516,9.82,1.275,16.813,88.748,34752.817,106.114,6.974,2.089,2015-05-31 09:57:45.737152,Site-2,94.1278928906798,16.02,994.01,2331.14,792.63,270,2.552,77.84
2395.527,389.044,1244.786,24.373,472.709,172.137,454.865,15512.024,90.56,461.547,3.661,1.664,15.123,115.396,76394.036,381.532,8.412,6.313,2015-06-01 09:57:45.737152,Site-3,88.16353491754107,5.54,416.89,2653.24,754.93,180,2.516,69.86
18195.516,560.854,8226.658,47.82,929.667,23.907,292.093,10315.389,29.062,550.872,8.591,1.045,6.333,69.346,77410.881,297.054,7.807,2.373,2015-06-02 09:57:45.737152,Site-43,51.51922261382137,6.89,46.66,3142.02,587.18,95,2.672,34.21
16080.664,-43.707,6349.479,31.021,606.204,140.171,407.244,3302.893,98.104,542.029,3.906,0.309,47.032,19.755,47428.715,319.123,5.86,6.327,2015-06-03 09:57:45.737152,Site-44,77.46526197930176,7.88,306.03,7970.32,499.91,107,2.913,14.11
16915.403,80.933,9037.091,2.778,940.306,54.14,424.329,14223.733,36.518,684.976,4.445,1.667,58.286,127.859,31270.453,441.386,4.367,3.158,2015-06-04 09:57:45.737152,Site-40,56.2144753827585,59.48,675.8,2107.7,931.33,195,2.067,84.67
7270.024430720498,493.641840387377,9029.32808759053,8.262199244393667,803.0670083996417,63.45336074747652,172.19183136369685,12581.093913499108,26.747036417618908,622.4614889213856,4.928450569588247,1.625211561988031,53.65986406133482,147.922220195958,84740.11184552769,454.41746099748593,8.95045658112377,3.813811672080409,2015-06-05 09:57:45.737152,Site-47,55.27038900455401,17.33,135.25,5628.25,569.31,213,1.991,38.43
15979.047,79.778,7737.938,13.622,132.743,348.796,152.665,6102.088,92.592,582.76,3.657,0.519,3.61,23.91,32571.043,203.216,3.822,3.385,2015-06-06 09:57:45.737152,Site-45,11.47419583381919,11.92,300.04,2005.47,482.88,48,2.216,18.97
7046.373,283.522,3987.496,20.839,464.348,278.293,484.703,19625.275,71.505,617.533,8.821,1.732,12.25,187.099,78343.026,119.188,1.141,4.348,2015-06-07 09:57:45.737152,Site-49,12.613765801615209,7.89,56.26,2851.09,869.13,299,1.724,14.44
10503.624,221.647,8744.397,2.384,2.117,189.725,323.865,8042.078,77.673,604.342,4.317,0.165,9.989,104.828,68971.331,72.982,2.907,6.451,2015-06-08 09:57:45.737152,Site-15,52.95336150224574,66.43,475.02,2355.58,71.53,32,2.599,91.97
6576.246,414.549,4730.438,35.461,654.462,339.708,139.446,9927.596,95.332,617.802,7.209,0.96,94.088,35.392,90141.552,301.341,9.019,9.873,2015-06-09 09:57:45.737152,Site-2,26.886154497900662,86.85,209.0,6450.4,656.06,182,2.343,13.02
17077.530043107334,139.50215955113944,532.5542615073001,14.234223461108831,719.3879642438962,6.112750355078546,266.11473233363563,16906.569136710295,57.59268544195768,595.6217573744261,6.978130613938626,1.3393030363040337,14.40097232238062,109.69444752893251,18775.595649386603,52.15994986932766,0.6303784756570883,8.814347392779528,2015-06-10 09:57:45.737152,Site-15,2.103690246046863,65.68,91.34,5267.76,113.12,159,1.806,35.97
5924.589053272193,477.8930830948245,9908.49809350721,3.772766143305791,473.6541693509924,162.0565984170115,388.1656068844993,6486.603345231316,22.149679732310663,544.5338688637202,3.1888753484902885,1.4411259591644254,29.93453108763698,57.74055251539678,89246.49070264795,226.93162045330465,0.1,0.01,2015-06-11 09:57:45.737152,Site-7,72.28392039002122,32.87,411.27,7213.27,819.84,177,2.753,63.22
14364.712,-44.216,4300.815,48.717,279.802,248.958,397.668,9435.929,16.682,588.682,3.764,0.807,75.995,125.419,76333.807,434.065,7.458,2.59,2015-06-12 09:57:45.737152,Site-37,3.248659669016496,26.84,351.29,2200.21,792.69,160,2.398,40.81
16501.588,516.018,9500.309,24.343,402.04,44.205,451.189,10404.743,56.259,580.117,3.85,0.085,63.852,82.745,40921.778,199.835,9.73,2.369,2015-06-13 09:57:45.737152,Site-11,59.52768411040545,5.95,537.56,92.48,503.65,17,1.549,47.75
2857.47,316.68,7879.867,13.352,688.625,183.176,30.155,17040.974,27.345,644.086,1.436,1.083,62.893,63.206,3426.558,202.963,8.767,2.543,2015-06-14 09:57:45.737152,Site-4,53.91937941273144,15.71,749.06,6805.42,661.08,298,1.785,80.26
11681.654,347.322,6691.368,6.833,688.564,128.765,64.245,11792.071,66.626,655.336,6.85,0.21,39.266,105.966,34296.281,499.368,1.514,5.667,2015-06-15 09:57:45.737152,Site-41,96.88146905778044,10.14,112.66,1149.42,772.64,294,2.792,99.92
19424.885,117.15,9627.505,35.473,970.134,97.864,477.68,833.377,98.558,638.309,9.49,1.746,10.145,7.907,27264.507,372.91,3.386,8.191,2015-06-16 09:57:45.737152,Site-20,48.42131393476416,3.24,791.15,2463.81,483.36,157,2.053,46.72
12466.911,81.278,6724.187,43.734,98.641,95.477,15.883,7848.197,16.292,434.641,9.481,0.81,42.257,98.93,49480.717,226.816,7.748,1.252,2015-06-17 09:57:45.737152,Site-11,6.360143637779736,57.8,26.39,3057.56,905.97,62,2.927,37.88
16005.907,591.208,1073.701,0.333,80.765,195.405,357.142,18993.667,42.947,549.386,8.379,0.347,46.482,2.44,50635.985,425.955,2.197,4.678,2015-06-18 09:57:45.737152,Site-2,55.16879678064617,10.02,443.16,7468.27,437.09,54,2.268,40.68
13161.852,170.392,9595.105,42.198,247.267,340.875,277.432,2867.351,33.154,626.321,1.564,1.546,95.248,116.785,22963.765,138.141,9.824,1.628,2015-06-19 09:57:45.737152,Site-3,84.10961706161014,66.42,587.47,6259.29,892.03,17,1.801,36.91
18365.785,499.404,5879.443,17.973,490.663,217.631,29.692,13812.651,31.985,548.9,9.392,0.32,50.005,167.291,95508.293,219.335,3.899,8.945,2015-06-20 09:57:45.737152,Site-48,99.684928428144,48.51,957.0,1843.47,582.79,183,2.361,47.38
1819.638234164756,93.91917944208988,4173.620555971975,20.533023054719884,516.3303538185958,156.6376678307128,55.58680412838027,3563.219005561822,26.792530923519973,611.150289571559,1.2146023289377967,0.5043707110837766,62.30901891785285,123.09015096296918,50128.62062560584,158.770981395606,0.1,8.956123200479189,2015-06-21 09:57:45.737152,Site-29,43.034317368907246,35.05,573.97,5979.28,426.3,143,1.648,33.31
9091.068,372.407,8452.719,33.387,941.35,125.785,458.941,750.111,5.064,509.424,3.588,1.75,61.202,109.533,32067.967,390.285,6.01,2.646,2015-06-22 09:57:45.737152,Site-47,32.02987424967425,37.07,158.83,7081.77,4.2,124,2.671,46.26
2449.782,547.624,6671.619,1.095,637.824,307.286,275.372,7234.208,71.284,613.265,7.81,0.117,40.433,87.052,36315.975,450.184,1.567,0.018,2015-06-23 09:57:45.737152,Site-25,90.66532969519989,10.86,517.59,3889.58,295.63,157,2.41,94.55
4439.845,516.551,8158.03,2.713,213.727,225.604,233.911,2750.9,97.098,468.717,8.757,1.771,49.566,182.011,15452.264,46.801,0.965,8.757,2015-06-24 09:57:45.737152,Site-12,19.124212907612137,128.75,395.84,2460.28,867.93,261,2.898,28.62
5230.468,351.791,7082.772,33.266,118.727,350.065,150.467,17870.973,4.111,635.74,9.237,0.047,69.993,87.479,75426.981,40.979,4.803,2.0,2015-06-25 09:57:45.737152,Site-45,61.542891503292665,20.97,479.41,6790.15,428.77,21,2.501,65.19
4577.946,155.308,2335.579,17.431,497.776,154.341,367.751,1571.015,62.975,681.957,0.842,1.564,29.614,146.363,34629.907,3.566,3.817,9.017,2015-06-26 09:57:45.737152,Site-43,40.57144241809477,27.17,197.18,6109.3,421.53,163,1.571,48.69
6177.969,6.71,6052.936,47.221,266.116,41.937,369.842,7965.859,72.403,548.227,1.776,1.949,43.642,137.781,56782.387,426.054,9.335,7.327,2015-06-27 09:57:45.737152,Site-30,4.108236495555529,10.5,500.88,780.04,489.46,210,2.191,73.24
14397.665,215.33,5710.592,36.782,543.903,333.945,95.252,9118.668,38.715,642.724,5.375,0.302,65.482,138.58,48565.338,307.936,7.454,7.868,2015-06-28 09:57:45.737152,Site-43,34.72884743056978,7.92,150.12,6667.13,286.38,291,2.27,47.23
11731.013,188.856,1333.684,34.445,871.625,173.051,479.005,19883.266,5.649,494.996,7.474,1.639,9.386,14.902,6585.616,283.752,2.038,4.231,2015-06-29 09:57:45.737152,Site-10,26.52285225026746,32.37,744.07,4885.69,491.6,221,2.829,16.05
18345.766,39.795,266.617,29.89,887.41,284.001,132.913,11486.182,6.093,466.392,2.317,0.78,85.869,62.958,47473.357,47.363,5.83,5.822,2015-06-30 09:57:45.737152,Site-29,68.60911539434869,24.97,593.95,7533.94,375.83,164,2.127,87.24
16877.315,339.183,4281.0,11.016,725.948,132.488,128.834,12163.088,67.68,559.787,8.629,0.838,97.651,64.758,86154.293,480.04,9.244,3.119,2015-07-01 09:57:45.737152,Site-40,94.8790497691918,9.12,78.62,1907.98,909.45,230,2.361,67.58
17609.270513140014,-28.77753473536104,9770.361355584522,50.0,262.779647394447,242.14843478191744,142.82060656121783,2214.5012810865915,32.93535529370762,560.4032966722539,3.074185416178264,1.4453193589823388,17.45228942761366,160.12569289490722,9763.117123794662,302.77774847785656,7.224672953421351,1.5291976614846168,2015-07-02 09:57:45.737152,Site-3,26.804718737863777,4.77,889.63,2582.91,564.01,299,1.77,52.59
10439.418040610224,-20.53907304655245,4642.019221320639,10.907035109379464,189.08237885630632,252.45276771237607,245.33144302857,20.0,32.991604094504055,593.5869002430304,6.185519558873392,1.3170556025041753,40.99089199043489,156.8012071778985,53122.40473992763,457.6940765889968,7.777552385397043,6.597049501439313,2015-07-03 09:57:45.737152,Site-1,81.14659391516817,5.64,616.42,5433.58,834.17,266,1.855,83.11
18038.798,112.342,1158.202,13.687,574.706,238.73,26.825,15657.359,13.167,513.714,2.783,1.282,43.424,52.381,33483.311,420.306,3.529,0.178,2015-07-04 09:57:45.737152,Site-17,5.535981693840952,66.43,316.18,4817.85,686.91,26,2.295,97.62
14068.385,285.096,2777.604,6.35,262.941,90.096,263.348,13349.374,80.192,526.084,3.017,1.111,44.104,176.481,81869.652,74.651,9.008,4.871,2015-07-05 09:57:45.737152,Site-1,53.81210100398132,10.88,45.74,3864.27,212.68,172,2.511,40.94
11458.18,500.233,9708.493,9.358,694.419,268.521,217.002,2444.013,7.862,680.762,3.265,0.698,56.818,68.47,96706.908,150.967,9.456,4.103,2015-07-06 09:57:45.737152,Site-27,7.055006370989458,14.31,632.26,7460.59,867.68,235,2.131,35.31
7884.638648827522,-17.921279681935626,5743.638590209162,14.838335718742757,855.721123560847,0.0,381.1918501953698,2595.11591959934,0.0,515.8684856649552,3.668065976921015,0.4392309159797341,0.0,129.57118839884072,87857.15821096933,262.2113078444171,7.355104058996108,5.367748015726118,2015-07-07 09:57:45.737152,Site-2,93.40329911306394,85.66,373.5,5647.95,87.36,201,2.127,75.36
719.892,578.525,3557.225,28.498,545.846,79.681,235.511,14611.337,43.561,487.833,9.772,0.289,76.219,97.072,58563.64,143.775,8.696,0.044,2015-07-08 09:57:45.737152,Site-28,76.63512805573902,6.54,907.63,7103.01,448.69,125,1.871,45.46
12663.126,79.428,3233.05,9.535,681.049,54.136,192.572,322.33,58.725,556.742,8.258,1.7,31.111,44.666,96950.949,292.841,1.282,3.447,2015-07-09 09:57:45.737152,Site-10,65.79499112045923,9.71,34.97,1533.4,239.23,96,2.512,8.58
6297.850237211172,370.1010397289368,7782.435865424293,0.7898501981070307,229.0088675495913,320.36515118727584,247.9024707561176,3440.1778900031286,24.34357557104012,551.387740372094,3.0217705781798347,1.5243691131169972,78.81647546682824,33.46048555827586,18701.91669000412,458.12786650119017,0.9661288442560594,1.819105230689248,2015-07-10 09:57:45.737152,Site-40,82.38963816246643,9.31,39.2,7290.15,537.6,188,1.508,35.44
9658.424,78.197,7484.987,22.364,179.292,158.202,434.062,18116.888,65.563,406.102,0.109,1.589,88.013,93.49,55457.669,480.645,7.822,7.326,2015-07-11 09:57:45.737152,Site-50,64.75197955701631,101.3,949.3,4615.82,300.12,123,2.244,80.86
1487.624,73.493,7650.115,11.485,728.686,7.187,198.735,18260.178,18.174,676.659,9.664,1.877,86.4,116.177,30215.172,27.463,6.058,5.741,2015-07-12 09:57:45.737152,Site-14,96.89443971742912,147.43,964.88,338.65,722.85,117,1.505,70.67
6629.29,215.781,6382.757,31.785,796.733,127.978,446.143,9609.782,75.518,429.11,3.505,1.089,21.136,23.011,34951.333,348.224,5.886,6.147,2015-07-13 09:57:45.737152,Site-33,71.39579478647715,42.59,27.84,2345.68,936.93,251,2.361,86.28
5656.651,-46.716,744.872,7.778,40.958,243.321,466.982,4374.578,39.375,575.569,9.204,0.969,46.169,175.791,41031.612,377.584,6.558,8.964,2015-07-14 09:57:45.737152,Site-44,92.46586095822468,43.96,716.06,258.54,709.12,94,1.545,14.66
13531.421859808745,388.9903338824592,7697.660462607659,4.044068547518839,295.1708417116703,227.6668197133434,127.69496154217283,13595.974658004732,87.93565916429881,514.548995355181,6.5938184603037495,0.6794529629628654,100.0,39.426926571325325,88566.78258372156,481.0156487451093,6.30663577194507,2.6392846136633654,2015-07-15 09:57:45.737152,Site-2,51.713189201063805,11.24,221.57,4569.29,355.37,193,2.863,24.39
2243.7747736348456,547.272985075177,7856.023788742312,17.220518139433615,418.4523419352266,102.81251996193453,383.02008505775126,13124.24337168698,75.28957622989165,579.9017792648356,2.715612281435121,1.7312747097709458,99.83428645085804,134.28666405776713,62137.00683093745,386.4970669545319,8.623972949508463,2.645674377716664,2015-07-16 09:57:45.737152,Site-41,11.706441298186265,140.8,701.42,3259.47,600.11,262,2.193,21.47
7064.563,161.837,5315.616,48.292,161.699,262.55,205.815,2297.31,45.938,572.132,2.453,1.145,70.76,43.261,70877.449,389.047,2.502,2.295,2015-07-17 09:57:45.737152,Site-44,52.81777214230171,26.25,868.75,9874.51,888.54,186,2.492,97.13
6784.708,217.893,6194.088,13.607,930.694,33.041,86.106,357.149,65.944,418.207,7.589,0.823,37.695,97.343,45218.976,46.435,8.781,1.172,2015-07-18 09:57:45.737152,Site-33,12.68728280630933,47.14,100.92,8685.17,270.1,147,2.738,16.89
15422.209,207.941,5066.638,38.682,38.903,214.469,245.553,4210.679,7.135,474.035,8.558,1.825,45.213,7.075,58594.812,360.774,2.455,9.404,2015-07-19 09:57:45.737152,Site-16,59.249347917640506,18.07,238.84,8256.88,118.29,10,1.841,59.79
13411.004,152.636,4140.507,17.215,471.197,77.062,355.221,10133.718,75.052,406.906,8.402,0.281,69.499,105.448,54550.448,175.076,7.588,4.655,2015-07-20 09:57:45.737152,Site-34,48.24930605276629,15.36,24.18,5011.66,130.85,204,2.283,63.29
15448.168,362.783,3116.917,48.609,979.535,86.358,103.476,3812.068,83.881,512.495,0.271,1.716,7.407,86.338,5959.423,393.267,7.046,0.774,2015-07-21 09:57:45.737152,Site-12,62.25753978327817,105.96,43.93,8071.07,494.9,299,2.752,61.89
2059.467,351.004,4827.943,11.911,692.955,22.156,447.264,17295.924,30.618,513.088,4.387,1.73,77.67,112.419,6732.881,448.457,3.251,7.66,2015-07-22 09:57:45.737152,Site-49,1.0046981054831594,34.46,29.71,2669.43,732.16,242,2.28,69.17
1236.277,-30.091,8453.221,37.811,629.595,147.955,135.381,400.307,99.523,558.47,0.494,1.634,17.034,194.849,44444.06,430.489,1.674,0.855,2015-07-23 09:57:45.737152,Site-47,19.48404916553641,85.74,800.7,5606.93,657.29,190,2.07,48.39
16977.793,569.322,120.141,33.398,409.543,251.924,472.941,10647.687,19.764,472.052,3.376,1.936,68.719,4.651,43325.516,27.557,0.48,4.54,2015-07-24 09:57:45.737152,Site-48,49.13304319121309,25.93,298.36,3929.79,453.94,140,2.035,8.37
13566.458,260.992,439.944,32.365,408.851,116.796,474.374,2769.281,54.727,673.022,2.415,0.145,81.872,1.606,86939.125,195.315,3.897,1.795,2015-07-25 09:57:45.737152,Site-26,95.05035615891347,8.6,493.26,1714.25,729.33,67,2.057,70.12
16502.212,169.479,8147.9,23.704,509.457,328.157,365.546,13851.462,11.324,640.047,2.905,0.653,92.022,38.646,56274.711,376.225,1.111,6.218,2015-07-26 09:57:45.737152,Site-20,38.36090403551584,11.21,787.87,727.06,634.01,207,2.392,28.11
7754.128,-30.915,1313.972,32.457,583.009,233.674,163.685,999.52,67.726,654.306,4.111,0.971,87.848,17.333,45806.67,497.99,0.557,4.356,2015-07-27 09:57:45.737152,Site-40,42.43720260536347,22.26,494.99,5582.63,628.27,53,1.566,7.59
8863.266,590.034,2791.404,16.333,84.437,227.86,295.047,16139.663,49.632,480.634,0.343,0.242,3.885,174.947,21192.44,149.787,9.305,8.241,2015-07-28 09:57:45.737152,Site-44,71.46960890066222,10.73,429.25,977.29,202.46,266,2.102,16.98
17279.09199289677,255.74292879427924,3792.4823996919113,43.76479626301524,475.5381908112327,343.6300289062515,351.46703261304594,2250.1343025445085,49.79238931103129,626.0032703462869,9.90350976010306,0.001,9.54900090509092,170.5195025887213,8279.450893094201,77.99689826856516,3.543425275040544,6.813731428820928,2015-07-29 09:57:45.737152,Site-36,60.3792757286118,6.64,11.67,7180.31,312.65,106,2.313,28.72
2287.754,115.742,3836.787,14.565,829.361,42.805,493.131,18700.237,22.45,619.157,3.77,1.267,81.26,124.637,3515.937,341.146,0.437,6.578,2015-07-30 09:57:45.737152,Site-45,29.892615009833325,66.78,568.08,9214.76,344.49,119,2.64,43.24
16952.407425085607,86.29748782422166,603.094200107294,45.33211783192267,773.1289363759489,24.72687510092672,142.8284266873652,13591.247260353995,70.28487512985777,672.7179670156003,8.570299418836568,0.2627456117587717,100.0,98.28155989143596,83036.00129016564,427.1741979226682,5.424275163656932,7.7341079312358065,2015-07-31 09:57:45.737152,Site-48,41.08163955674278,11.65,124.83,1621.9,808.21,64,2.268,86.13
14641.455,247.265,2979.981,22.341,532.563,291.616,268.564,13036.08,95.511,606.528,2.037,0.448,43.165,179.67,12023.407,271.01,6.924,0.067,2015-08-01 09:57:45.737152,Site-49,21.769979885723245,23.06,764.67,4709.91,775.13,144,2.843,53.65
1792.893,292.747,8542.312,39.278,375.025,98.146,184.067,19344.185,62.139,628.66,0.524,1.254,80.231,98.508,31827.53,97.893,5.677,9.409,2015-08-02 09:57:45.737152,Site-37,96.60214591302083,27.01,257.81,7388.01,252.75,204,2.143,47.2
12239.141,532.64,8143.888,35.747,470.672,233.83,175.0,10387.36,30.78,563.041,4.571,1.472,18.691,60.407,67369.976,239.574,6.214,7.821,2015-08-03 09:57:45.737152,Site-12,13.063438155735971,11.15,674.22,2869.11,55.25,90,2.444,19.13
6094.6,2.244,3097.64,9.998,85.154,59.947,245.761,19447.368,77.835,535.559,4.203,1.679,42.169,117.208,72878.066,354.746,8.59,3.11,2015-08-04 09:57:45.737152,Site-49,37.18367845664194,85.7,646.26,9207.72,767.81,210,1.525,95.93
15077.326,261.037,8835.031,12.931,935.941,90.085,177.233,893.262,26.873,674.028,5.394,1.534,92.861,153.559,91231.156,443.28,9.292,3.948,2015-08-05 09:57:45.737152,Site-15,2.583897222001119,6.57,616.71,8884.77,409.93,186,1.846,90.85
3991.818,185.875,5109.932,21.562,123.492,294.836,108.377,3176.0,72.35,675.357,2.172,1.133,46.633,142.038,35676.506,491.737,2.084,0.023,2015-08-06 09:57:45.737152,Site-32,22.17794919335464,26.09,267.03,1038.44,219.88,111,2.682,81.61
19373.941,243.338,4116.977,9.741,355.865,42.403,493.441,13894.911,90.889,672.666,6.553,1.399,33.085,184.313,477.937,263.288,8.416,0.578,2015-08-07 09:57:45.737152,Site-24,78.04711383801549,25.69,267.16,274.97,117.11,93,2.35,32.32
6175.624,246.598,4121.632,28.01,841.962,212.187,387.848,18679.716,44.828,445.839,8.123,0.299,24.169,129.599,83325.184,348.964,4.412,7.446,2015-08-08 09:57:45.737152,Site-25,20.117523228887947,19.02,863.06,9764.61,12.91,258,2.872,56.16
3732.279,250.634,8691.381,2.86,676.537,285.826,319.712,6027.303,17.822,665.614,3.741,0.402,49.683,10.091,32943.155,193.669,9.249,0.267,2015-08-09 09:57:45.737152,Site-43,8.00634025289656,5.49,12.91,9564.79,427.79,3,2.592,38.88
