,Pressure Sensor,Temperature Sensor,Flow Sensor,Vibration Sensor,Gas Sensor,Position Sensor,Tension Sensor,Acoustic Sensor,Humidity Sensor,Optical Sensor,Magnetic Sensor,Seismic Sensor,Chemical Sensor,Rate of Penetration Sensor,Weight on Bit Sensor,RPM Sensor,Leak Detection Sensor,Corrosion Sensor,Location,Timestamp
5372,10706.238,33.874,754.339,44.527,927.636,234.745,88.181,8719.3,87.649,427.632,8.911,1.933,74.301,149.451,21037.031,445.127,0.639,2.801,Site-10,2021-07-09
5373,8154.753,323.859,7842.737,38.813,613.089,57.576,110.885,14015.712,45.323,695.253,2.499,1.744,61.159,165.009,48732.613,339.178,3.667,4.234,Site-7,2021-06-20
5374,11128.781,301.473,2076.231,38.513,990.155,185.767,442.62,17539.132,31.379,630.615,3.527,0.889,95.923,138.131,28066.846,4.027,2.913,2.116,Site-13,2021-09-03
5375,16640.298,59.183,3245.383,28.416,195.266,102.903,363.128,8288.622,26.001,478.67,9.274,0.583,63.464,80.115,10312.696,409.909,5.521,1.358,Site-21,2021-03-04
5376,18084.241,157.228,5664.573,0.245,741.099,189.244,401.629,6234.987,67.092,665.685,0.985,1.707,54.605,29.73,23765.951,255.079,4.971,5.235,Site-27,2021-12-27
5377,14062.515,311.858,6064.545,2.19,85.231,167.846,136.221,15133.614,10.928,635.286,8.145,0.816,66.98,40.631,3540.713,79.821,8.891,4.897,Site-25,2021-06-08
5378,7825.941,464.007,9171.619,22.463,866.626,311.798,178.684,13983.714,26.144,447.725,6.694,0.307,5.659,81.897,61121.577,391.45,9.592,8.469,Site-49,2023-10-26
5379,13266.186,243.292,655.157,48.205,998.727,332.363,93.593,16782.693,60.867,563.818,9.203,1.68,60.602,75.087,72179.307,207.659,2.783,6.316,Site-8,2020-06-14
5380,19638.309,340.654,4397.594,32.219,773.953,282.878,100.014,18334.163,21.537,422.844,6.86,1.958,70.018,136.113,60807.993,325.004,5.32,3.333,Site-34,2023-08-20
5381,6194.639,545.078,1619.975,42.308,429.996,304.252,283.117,3326.497,82.567,682.121,3.627,1.021,27.58,165.661,22353.867,469.531,5.456,3.292,Site-27,2023-08-30
5382,1555.888,434.274,9961.936,0.344,270.925,238.282,271.016,17500.488,91.51,463.528,1.961,1.314,37.24,15.536,49408.223,362.278,3.075,3.04,Site-15,2020-10-11
5383,1803.114,412.132,5381.159,40.841,778.822,308.478,371.348,12288.36,16.019,603.142,4.291,0.422,71.473,151.193,5890.993,73.707,2.535,4.152,Site-7,2020-06-10
5384,14097.984,109.554,6252.463,45.425,707.183,102.764,217.991,636.684,34.143,481.333,9.656,0.605,91.384,40.523,57499.71,54.983,4.104,8.766,Site-26,2020-08-26
5385,11919.63,176.929,994.403,49.64,765.616,115.373,470.775,18622.775,47.376,620.381,8.603,1.797,39.853,43.676,84168.168,40.069,2.938,9.822,Site-39,2022-02-03
5386,9985.536,67.699,5885.509,0.74,423.729,100.099,121.028,16105.173,76.539,503.376,5.583,1.183,90.208,182.218,89654.255,397.642,2.917,8.832,Site-40,2020-10-30
5387,6984.32,250.483,406.953,10.924,631.344,20.245,154.979,14701.933,76.573,404.136,3.52,1.268,64.921,51.671,67931.554,152.966,0.113,2.535,Site-49,2023-07-29
5388,14460.954,371.488,9186.846,24.543,889.213,144.294,195.56,14274.818,5.541,472.949,3.743,1.877,58.234,17.495,22526.034,429.826,6.592,4.435,Site-13,2021-03-13
5389,7168.894,550.03,5406.308,23.029,490.509,219.869,351.569,7578.252,87.565,662.344,7.948,0.633,36.507,148.4,56957.123,437.426,1.733,8.946,Site-43,2023-02-12
5390,11243.239,60.481,9281.72,0.916,721.7,147.918,125.844,14209.251,39.784,464.153,9.008,0.325,41.296,15.745,96477.535,76.388,3.922,3.4,Site-18,2023-10-19
5391,8679.724,140.868,3096.911,26.514,351.782,93.703,354.793,11206.211,61.571,625.585,4.633,0.333,0.986,113.451,97907.885,379.504,6.496,0.744,Site-41,2021-06-24
5392,16764.909,514.084,4593.154,32.664,274.907,335.194,148.682,5287.202,94.796,569.597,3.624,1.068,24.779,22.499,84278.112,204.852,7.1,3.111,Site-12,2023-11-10
5393,11151.91,346.262,3593.589,49.203,210.576,223.307,270.08,14379.666,5.252,466.417,2.16,0.409,56.98,70.619,47201.707,375.814,6.812,2.198,Site-47,2020-01-27
5394,1976.287,184.691,9269.102,0.464,508.826,196.082,158.222,9809.558,55.663,583.364,8.234,1.205,71.354,165.902,57406.084,474.396,7.979,5.168,Site-33,2021-01-15
5395,5815.982,394.55,8124.523,7.653,114.189,166.144,335.667,16762.474,70.27,597.733,5.722,0.203,62.7,15.448,2309.588,77.237,6.894,9.25,Site-38,2021-10-11
5396,9804.949,285.855,5440.21,45.911,638.217,151.846,314.496,8031.008,25.194,589.776,7.241,0.309,4.592,108.425,78531.328,83.894,1.086,2.722,Site-23,2021-02-07
5397,3014.528,11.432,3491.257,34.101,903.212,117.878,457.158,9717.89,90.278,453.565,1.379,0.3,78.929,82.497,71343.008,492.434,4.742,3.572,Site-49,2021-03-20
5398,7417.286,573.375,4725.707,2.534,796.687,161.766,366.23,10708.256,11.394,556.567,7.128,1.803,98.099,41.367,64255.228,372.953,8.273,6.076,Site-18,2023-07-09
5399,9838.702,71.054,3276.852,5.343,352.14,11.836,354.754,15967.75,41.212,615.321,7.368,1.619,88.538,121.371,11226.668,148.192,2.751,1.375,Site-31,2021-08-24
5400,18341.872,230.141,3843.268,46.179,453.922,280.968,0.931,16792.638,10.946,492.213,0.88,0.782,26.461,132.555,65269.761,288.619,3.309,1.665,Site-32,2021-04-16
5401,6476.01,502.641,4378.261,28.05,699.49,33.763,390.121,9275.537,36.399,554.873,0.11,1.7,38.921,30.21,8320.146,146.908,3.124,6.258,Site-36,2022-06-18
5402,6838.147,290.181,2232.737,2.802,418.716,49.89,27.583,133.868,98.284,430.627,7.037,1.909,72.131,61.294,58448.766,159.927,9.932,0.191,Site-5,2020-10-18
5403,8009.58,17.995,2141.875,1.53,902.917,164.74,414.516,16998.194,14.656,579.557,2.993,1.246,33.981,150.807,26571.017,436.431,4.68,8.503,Site-1,2020-06-29
5404,19814.633,189.496,2238.787,39.92,141.857,142.209,111.286,4803.686,35.608,463.478,3.614,1.157,4.325,51.935,72075.085,305.031,4.872,1.172,Site-42,2022-12-29
5405,11559.079,419.553,2523.602,0.898,319.699,192.474,358.07,6354.003,78.081,415.611,9.003,0.159,50.523,149.103,4976.891,153.685,8.083,1.462,Site-10,2020-09-17
5406,10097.385,423.478,6166.982,3.806,260.387,156.483,403.612,11948.6,48.033,525.46,6.427,1.461,85.308,136.457,76938.476,119.512,3.762,9.971,Site-30,2021-09-30
5407,7390.223,528.299,6482.535,3.393,301.12,287.618,61.163,11075.11,37.119,673.193,2.755,1.807,55.815,114.252,11306.515,195.311,8.544,5.508,Site-2,2023-06-29
5408,2649.392,500.182,700.912,42.52,468.838,301.06,315.459,4163.438,41.328,541.494,0.139,1.437,38.382,51.461,11500.456,449.391,3.28,5.887,Site-5,2021-03-15
5409,15658.317,214.014,6487.815,35.749,727.156,314.095,178.335,17818.43,76.65,572.857,4.231,1.835,67.885,25.864,89630.02,236.047,5.285,8.67,Site-9,2023-04-08
5410,56.58,483.584,6870.72,24.951,320.095,153.96,168.707,1028.043,43.257,696.39,4.224,0.349,32.484,29.42,5333.083,248.463,1.111,8.693,Site-3,2021-12-17
5411,2781.034,78.798,7957.033,26.781,827.217,331.852,300.078,1664.836,11.232,600.183,7.058,0.347,12.909,102.826,26698.734,265.198,7.267,2.002,Site-18,2020-06-14
5412,5633.438,491.037,2490.218,5.834,561.638,314.071,470.225,10156.075,4.241,484.48,1.712,0.446,6.306,139.961,83334.207,391.102,1.732,1.117,Site-20,2022-05-11
5413,15113.576,324.867,298.195,43.76,29.969,354.312,181.197,17463.893,79.216,525.597,9.619,0.422,76.0,16.165,39739.656,74.35,3.754,2.457,Site-25,2021-08-23
5414,10834.947,193.907,6214.305,14.415,480.43,83.874,260.203,18311.688,26.247,459.145,7.93,0.025,97.477,23.781,79888.459,303.928,3.141,4.363,Site-5,2023-08-15
5415,7146.231,185.322,1004.044,17.539,211.026,276.396,293.312,14916.224,47.632,437.594,7.564,1.379,49.808,41.52,36201.966,217.055,3.304,3.128,Site-33,2021-04-20
5416,11047.458,17.849,3353.273,5.375,70.2,155.374,63.461,16894.604,80.497,692.884,4.72,1.935,28.463,186.758,91504.403,155.784,8.388,6.94,Site-26,2022-09-28
5417,3386.62,503.856,4241.995,28.886,104.467,55.025,328.43,1432.279,81.257,417.854,1.537,1.953,77.663,130.275,74698.499,109.122,1.0,5.118,Site-15,2021-01-28
5418,8915.916,74.665,5950.131,44.966,47.007,348.428,116.18,11929.062,5.689,618.987,1.82,1.759,78.889,154.533,17563.235,102.569,2.179,7.034,Site-27,2020-11-11
5419,12424.571,542.583,6398.369,43.44,700.782,249.852,155.503,15797.623,71.635,400.329,6.563,0.613,84.211,51.233,9011.528,7.47,4.866,1.382,Site-22,2022-03-17
5420,16895.854,53.171,6586.675,40.93,15.045,356.867,233.591,10923.566,19.44,598.189,5.442,1.513,14.988,116.733,62640.34,60.675,2.87,3.586,Site-2,2023-12-07
5421,4227.345,112.498,3756.039,41.879,723.83,71.583,10.093,2812.208,20.572,624.489,7.12,1.318,18.677,84.035,46099.701,10.694,9.439,1.929,Site-21,2021-08-31
5422,16743.505,257.354,1308.683,5.576,530.216,221.109,364.026,9382.191,47.193,663.17,3.069,0.938,82.078,93.902,88680.255,294.529,5.809,4.955,Site-44,2021-11-14
5423,17818.248,520.501,6541.483,7.664,120.253,284.271,420.343,5151.999,35.221,613.543,8.753,0.222,43.049,70.817,31250.155,481.293,7.517,5.855,Site-41,2023-08-18
5424,16661.239,429.099,9739.653,38.023,559.612,351.85,243.384,11384.146,49.12,690.474,5.555,1.2,76.277,50.584,42030.069,334.498,2.393,3.222,Site-47,2021-06-28
5425,13633.735,416.454,8682.539,28.271,75.53,338.318,197.286,16994.144,79.213,404.21,2.697,0.908,32.079,127.286,28490.367,128.675,6.652,3.683,Site-26,2020-12-12
5426,7743.962,134.407,9894.967,46.049,519.24,145.263,462.31,3314.24,55.3,669.024,2.097,1.842,89.879,100.682,29903.861,216.173,0.454,3.959,Site-47,2023-02-16
5427,3442.924,598.591,4867.129,42.817,391.344,348.405,111.101,19121.094,35.36,671.365,7.801,0.48,0.194,179.18,39847.287,343.968,3.007,3.618,Site-48,2021-04-02
5428,6392.596,494.531,1916.62,2.418,209.011,3.066,220.317,15350.561,30.664,515.753,5.945,1.333,15.956,58.725,21107.88,127.266,1.364,9.311,Site-22,2021-06-18
5429,17985.589,487.576,2092.872,16.255,199.79,46.925,38.837,17850.249,98.261,561.837,1.698,0.758,19.484,25.065,74834.685,489.756,6.838,6.012,Site-7,2020-01-25
5430,18395.636,4.094,1447.426,28.597,173.111,282.143,240.646,15611.109,89.338,560.059,9.487,1.197,44.368,195.874,28066.175,393.739,5.651,0.821,Site-8,2020-03-23
5431,15233.859,107.906,7962.25,10.995,542.198,312.08,217.087,4895.762,26.154,479.679,8.821,1.095,19.471,184.003,18870.458,371.358,1.122,2.713,Site-1,2022-02-08
5432,18248.888,286.917,9483.47,28.23,232.267,252.538,17.16,2489.261,53.827,674.664,0.902,1.929,47.365,98.853,7387.676,365.026,8.583,6.464,Site-15,2021-02-05
5433,2297.56,180.954,2376.391,19.252,13.385,20.595,499.772,10224.334,18.513,451.516,1.663,0.204,24.756,76.756,78586.217,469.158,0.648,7.09,Site-27,2021-07-15
5434,12604.759,401.084,3855.406,39.352,583.918,55.172,453.299,40.626,17.541,601.406,0.723,0.017,21.185,53.542,9098.118,375.634,7.649,8.644,Site-8,2023-01-23
5435,5209.295,341.255,7522.564,29.61,633.962,14.731,261.394,1541.435,91.423,433.839,3.078,1.17,45.485,109.648,91168.57,276.786,9.949,6.062,Site-1,2023-02-25
5436,7264.45,583.008,1010.463,32.72,712.038,295.791,268.226,3626.205,61.62,559.173,0.819,1.058,63.048,197.198,82137.483,185.826,8.804,9.89,Site-40,2023-10-18
5437,12189.279,288.343,4406.586,9.199,523.874,108.117,238.411,733.656,48.518,614.582,1.16,1.47,66.083,164.392,75958.22,72.944,8.811,7.768,Site-21,2022-04-04
5438,15108.954,568.721,4645.498,35.075,633.128,146.34,225.494,3947.638,24.334,405.606,8.032,0.263,80.208,6.078,72459.632,277.997,4.143,5.292,Site-35,2023-08-01
5439,10305.157,358.54,2110.392,44.547,925.761,49.937,249.401,13951.051,60.522,416.548,7.132,0.794,96.359,56.938,17445.669,407.725,4.89,9.982,Site-35,2022-01-12
5440,19561.528,591.922,3875.945,8.096,517.688,201.367,203.632,18939.597,79.361,488.785,4.996,1.251,66.776,142.73,87592.641,226.75,6.672,1.025,Site-28,2020-03-26
5441,7378.366,229.886,838.554,11.897,840.19,28.499,220.661,13773.467,14.282,477.793,3.492,0.505,0.71,199.787,93241.717,329.804,4.565,3.112,Site-19,2021-05-13
5442,12270.826,423.554,953.51,44.32,485.872,1.276,72.419,14797.099,60.947,506.325,1.621,1.942,54.778,129.327,58658.243,42.062,1.463,7.251,Site-33,2020-03-27
5443,7082.848,64.121,5897.437,13.163,187.801,312.103,498.8,18146.203,92.409,551.333,5.66,1.21,62.796,162.132,31546.168,157.786,8.202,4.242,Site-11,2023-09-30
5444,7393.802,247.322,8237.554,48.357,359.159,13.252,456.677,6808.616,68.818,677.639,9.526,1.552,92.493,140.88,96464.854,138.048,7.0,2.764,Site-41,2022-04-30
5445,2964.048,417.439,5954.281,28.473,918.085,339.205,491.019,3323.451,9.725,518.615,3.336,0.185,47.219,187.701,76356.337,70.097,4.383,2.808,Site-11,2023-01-22
5446,7911.073,2.409,704.838,31.737,405.919,168.363,317.275,2386.989,97.496,478.116,2.103,0.882,38.914,20.591,68573.532,297.133,1.078,4.296,Site-11,2021-02-24
5447,1388.318,-28.957,5600.172,22.62,389.885,322.378,99.584,697.75,35.489,629.241,9.773,1.937,27.678,196.665,56967.464,244.331,5.427,3.919,Site-41,2021-08-06
5448,8181.391,393.545,7843.998,9.956,384.995,96.603,210.693,6986.425,85.434,650.321,7.991,1.748,14.667,129.95,20588.122,312.244,4.092,3.139,Site-24,2020-02-25
5449,19708.736,-18.583,1926.557,0.697,18.548,195.109,242.97,12631.905,30.695,539.886,8.634,1.762,60.026,142.542,82314.225,486.05,5.855,5.768,Site-3,2022-08-13
5450,18662.529,357.714,6963.903,31.809,884.243,67.651,243.14,4338.927,20.094,616.306,6.085,1.65,78.014,153.288,23217.078,451.319,1.626,9.752,Site-25,2021-05-01
5451,11622.47,337.026,2572.138,47.203,691.664,31.144,159.26,14532.238,73.845,615.8,9.316,1.999,98.852,173.792,64248.207,50.94,1.3,9.136,Site-5,2022-10-12
5452,1847.497,39.795,4083.517,49.997,840.172,145.718,138.047,13338.557,12.597,450.151,9.799,0.664,86.261,57.91,31011.683,228.987,2.062,1.157,Site-30,2021-08-22
5453,17170.396,-29.008,5214.945,28.739,39.793,139.276,334.94,17829.159,11.536,560.919,0.764,0.999,57.527,142.549,18346.655,94.7,9.893,6.745,Site-26,2021-09-20
5454,12641.154,497.934,6549.652,39.657,324.839,117.012,479.415,14704.297,79.462,553.132,9.109,1.113,48.942,58.573,12155.927,74.388,7.81,1.824,Site-12,2023-10-21
5455,7167.91,373.155,3553.827,12.758,360.974,29.352,217.531,16191.377,30.835,681.606,9.016,1.932,45.423,116.377,57491.61,48.056,4.63,3.563,Site-44,2021-08-02
5456,4387.268,318.323,7840.154,25.659,532.373,244.762,438.292,15681.988,64.07,561.01,1.469,1.699,77.008,198.603,85882.636,112.641,2.06,6.655,Site-47,2022-01-07
5457,19857.737,552.744,7550.908,49.625,975.012,95.343,392.376,894.708,60.764,545.605,4.911,0.956,61.525,44.895,56412.546,290.31,3.349,4.941,Site-18,2022-06-09
5458,7407.065,53.849,8251.402,20.929,879.67,32.171,321.148,12289.592,18.235,406.825,1.996,0.816,4.658,54.648,58063.699,18.403,3.783,8.39,Site-42,2022-07-12
5459,18327.813,80.81,9586.887,37.811,800.007,130.888,117.631,17367.086,52.838,542.685,7.076,0.273,5.784,91.635,73333.888,296.74,6.757,1.644,Site-20,2020-04-25
5460,9790.595,439.209,9424.546,14.543,702.913,315.456,318.914,7958.565,90.345,469.891,3.014,0.297,72.886,64.103,66780.987,378.454,7.701,4.415,Site-21,2021-07-03
5461,18512.458,168.535,5345.324,44.579,674.244,252.519,425.973,17093.97,83.541,438.755,6.508,1.385,82.954,186.862,64376.509,95.517,9.963,8.441,Site-31,2022-05-20
5462,13362.621,563.772,5509.667,0.56,204.961,101.669,234.663,19528.892,69.1,434.38,8.821,1.36,95.336,135.864,99814.181,157.445,9.189,5.157,Site-30,2020-12-25
5463,19448.917,50.254,5783.429,12.506,543.346,89.042,30.426,2789.371,77.606,555.683,1.251,1.248,90.171,138.235,40971.483,310.634,5.328,5.22,Site-42,2023-12-10
5464,16287.693,33.639,1081.447,3.699,690.538,43.236,101.993,14831.454,52.23,566.905,4.295,0.958,99.036,43.399,18027.695,454.813,7.562,9.599,Site-29,2021-01-04
5465,4910.297,499.493,1436.033,44.426,559.241,187.11,225.443,83.626,46.406,612.145,2.306,0.619,8.447,2.427,86584.42,324.498,0.173,7.117,Site-26,2020-12-09
5466,4891.699,504.669,5719.093,41.106,645.807,345.023,60.487,1015.903,6.798,649.09,4.329,0.335,76.616,139.969,13340.541,395.835,0.731,9.151,Site-41,2021-03-04
5467,18412.13,292.334,239.732,8.458,321.216,28.965,265.179,4495.142,50.198,530.497,3.458,0.68,44.182,108.667,16273.567,130.973,5.316,3.913,Site-36,2020-04-23
5468,17045.984,215.76,724.541,16.113,635.163,175.598,298.211,17405.034,83.413,442.582,5.414,0.314,3.643,139.53,79053.688,93.488,2.734,8.699,Site-32,2020-04-03
5469,7229.803,393.245,861.857,43.452,236.875,225.288,247.466,14480.002,16.306,427.02,0.492,0.866,23.352,5.776,20935.223,41.441,9.175,3.268,Site-22,2023-06-23
5470,2050.942,447.658,7949.226,2.227,230.232,114.792,242.051,15994.402,21.902,628.523,4.649,1.317,92.128,175.705,61713.612,243.515,3.994,1.536,Site-9,2020-12-14
5471,14044.368,472.391,9474.463,42.559,75.351,175.044,60.628,18757.595,69.2,468.652,1.039,1.848,40.914,90.53,94171.468,376.227,6.52,9.938,Site-6,2023-04-18
5472,1202.514,576.261,3719.55,5.396,394.289,316.374,268.676,11028.714,8.752,439.575,7.373,1.017,21.429,150.481,37873.549,178.257,3.611,8.625,Site-14,2020-11-04
5473,18341.706,133.149,8010.427,27.668,916.15,2.343,405.08,7430.711,99.701,405.308,1.445,1.905,5.049,17.928,99091.237,379.502,3.206,0.709,Site-35,2023-05-01
5474,9818.613,-44.397,2114.15,2.951,844.539,238.125,345.387,1656.747,42.098,638.093,2.023,1.655,17.223,41.16,8230.649,247.388,0.409,4.737,Site-17,2023-07-12
5475,16442.884,515.995,1652.116,46.404,153.057,215.137,263.639,9116.343,33.512,617.753,1.768,0.2,69.816,110.786,86496.43,396.75,7.773,3.151,Site-27,2022-09-07
5476,8263.93,212.077,2290.122,30.777,323.934,237.63,75.127,15041.482,58.652,665.927,7.97,1.111,38.635,171.211,36060.131,49.22,9.682,6.213,Site-4,2021-01-15
5477,12831.85,466.259,2783.285,49.576,791.055,125.64,445.872,2918.094,22.748,420.267,5.484,0.404,20.081,81.401,57454.787,285.326,5.079,4.922,Site-37,2022-03-17
5478,13211.936,381.768,4006.1,41.244,238.113,254.092,360.686,19054.803,26.068,522.173,7.552,1.052,83.529,51.611,35044.751,13.962,4.262,9.793,Site-42,2022-11-14
5479,8965.824,144.622,8935.525,3.159,700.092,335.993,249.332,11873.276,94.806,659.803,0.655,1.925,26.327,78.095,33726.962,454.771,7.628,5.211,Site-4,2020-04-04
5480,13541.234,376.92,475.624,3.484,560.843,184.707,136.858,8596.982,92.839,596.148,3.61,1.401,13.597,110.69,86090.697,484.298,2.861,5.531,Site-15,2020-02-17
5481,19350.335,559.564,542.018,30.373,34.697,208.879,348.614,7529.757,58.449,601.051,6.03,0.029,6.173,191.627,98796.964,452.034,0.17,9.167,Site-40,2020-05-27
5482,19240.454,421.087,974.007,2.262,810.477,103.228,350.981,13058.281,25.236,431.374,2.641,0.629,53.861,183.471,52241.612,208.702,8.78,7.509,Site-28,2021-01-01
5483,15499.648,-28.995,2231.746,11.129,957.273,90.48,378.456,3412.58,60.712,574.721,7.59,0.886,48.958,53.013,57241.218,77.63,6.385,0.608,Site-20,2021-07-28
5484,8421.817,146.157,8698.752,47.497,256.784,301.537,8.632,1230.837,53.954,435.943,7.573,0.756,33.446,191.494,92813.976,248.288,8.438,3.431,Site-17,2023-02-04
5485,17544.874,480.498,7083.38,21.447,412.972,314.541,118.729,11921.61,15.027,581.757,5.668,0.063,91.273,57.188,84747.054,121.7,1.078,7.291,Site-8,2020-04-16
5486,10111.13,-45.931,7292.021,28.717,822.258,271.076,198.705,12630.209,82.001,678.789,5.746,1.319,33.138,135.549,51604.203,87.575,6.221,8.628,Site-27,2020-09-16
5487,12350.088,226.753,2905.631,41.09,477.021,157.495,35.563,5830.611,48.824,447.105,8.085,1.336,86.99,185.202,91009.242,435.449,5.081,8.47,Site-48,2022-08-18
5488,19860.05,287.983,4496.069,12.459,778.804,206.481,493.62,1680.789,91.862,558.981,1.526,1.059,89.017,82.825,41172.431,59.625,6.579,0.89,Site-47,2020-08-29
5489,227.373,157.413,8874.512,0.33,364.809,226.403,494.576,18881.691,88.389,634.742,3.392,1.883,70.545,136.938,13673.92,219.255,2.266,3.309,Site-39,2023-01-09
5490,6987.943,209.542,5962.942,4.573,164.077,123.242,83.182,18123.188,69.995,631.166,8.75,1.745,66.989,176.829,22871.326,292.199,9.704,9.759,Site-28,2021-04-08
5491,18021.802,512.763,5829.176,2.186,420.226,268.856,379.317,11641.726,2.453,573.961,7.789,0.724,64.161,37.608,32715.545,240.879,3.71,6.616,Site-32,2021-01-14
5492,18925.4,550.97,1262.359,17.917,763.977,37.187,22.922,10555.702,50.525,535.492,4.25,0.889,91.98,13.3,78010.452,162.307,7.687,6.833,Site-45,2021-04-25
5493,5592.489,65.4,1145.68,28.769,219.294,296.575,380.142,8371.043,71.843,514.628,6.423,0.867,55.14,80.811,93992.265,205.622,1.792,3.407,Site-6,2021-01-05
5494,10428.97,108.621,3077.13,10.151,900.536,112.784,426.309,3713.786,67.307,580.331,7.062,1.364,12.184,2.555,46782.508,223.238,1.065,8.874,Site-33,2021-01-29
5495,342.02,24.086,4816.481,33.72,541.529,138.92,438.065,3148.513,66.806,669.579,2.696,1.688,89.267,141.575,90303.396,106.765,1.213,6.417,Site-48,2020-06-11
5496,2651.86,28.969,5528.593,43.192,262.684,90.647,2.735,4524.831,82.111,451.416,9.468,1.281,48.391,157.409,90770.927,75.852,3.974,3.216,Site-14,2020-05-26
5497,14040.888,344.881,483.002,42.965,956.328,266.076,348.496,729.378,64.01,617.138,8.552,1.277,16.753,123.573,12863.693,9.664,1.092,4.085,Site-16,2023-09-18
5498,17248.698,328.542,7003.111,40.617,510.175,180.628,362.167,13077.676,91.674,540.605,5.178,1.841,98.902,162.501,84896.824,76.264,1.179,5.035,Site-15,2020-10-10
5499,4853.623,598.775,7414.201,46.413,321.101,161.33,255.54,17131.387,40.806,588.883,9.657,0.358,52.335,164.718,15905.871,277.39,3.56,4.053,Site-14,2021-03-02
5500,2489.479,436.183,736.576,33.081,150.147,215.831,23.825,1743.668,78.854,449.229,8.648,1.041,54.571,149.612,46368.154,481.467,1.38,9.038,Site-16,2023-05-20
5501,230.567,160.233,6945.246,21.105,84.647,294.853,316.882,12179.324,99.811,665.634,5.0,0.181,43.779,13.333,99873.505,40.443,8.475,3.995,Site-41,2023-05-31
5502,16220.92,564.315,7182.139,13.357,296.894,101.504,89.131,17732.494,61.499,516.923,7.702,0.889,67.897,153.919,81782.674,262.703,1.019,5.635,Site-38,2021-04-09
5503,18162.085,72.465,2798.904,39.917,150.664,282.935,391.1,17782.295,45.244,497.88,3.011,1.636,79.266,197.544,57032.782,208.456,6.591,8.915,Site-4,2020-02-22
5504,12420.881,110.9,9695.273,10.275,633.923,289.763,85.782,18719.146,38.816,694.645,1.252,0.651,67.636,198.861,24960.123,61.686,6.848,1.551,Site-48,2023-11-20
5505,13859.801,282.239,9110.895,4.177,764.083,4.115,471.035,6162.67,94.857,665.957,6.208,0.612,2.525,140.93,56254.657,172.507,2.67,0.403,Site-17,2020-07-20
5506,4812.495,293.982,7760.491,33.428,617.138,43.961,223.146,15653.006,68.63,497.431,6.641,0.205,81.406,196.126,2532.453,378.386,3.212,1.678,Site-25,2022-10-27
5507,5084.578,-18.362,2483.882,36.299,364.308,79.208,88.253,5247.789,44.917,554.702,0.341,0.528,56.977,158.611,46452.077,354.249,6.534,7.727,Site-6,2023-04-19
5508,17929.463,556.536,7187.787,2.11,224.798,294.109,346.714,18858.285,41.672,614.504,4.745,0.739,89.952,198.571,7314.997,264.58,6.061,3.304,Site-18,2023-09-08
5509,15380.831,127.211,9496.1,43.03,132.895,20.695,439.717,950.398,19.775,556.205,5.245,0.079,58.53,190.027,91255.361,463.558,5.111,0.444,Site-36,2023-05-21
5510,14759.177,-11.933,5045.167,12.192,481.882,188.926,352.15,10759.2,56.202,486.652,0.876,1.725,17.373,173.169,28351.175,59.186,9.488,9.322,Site-27,2021-10-09
5511,1120.022,-31.196,4047.023,8.715,462.248,354.119,45.712,18265.307,70.416,479.488,8.973,0.279,67.909,136.226,61879.662,203.564,4.359,3.995,Site-34,2023-08-31
5512,1114.412,541.377,1981.393,2.061,569.3,279.205,345.288,12066.935,45.421,579.953,0.604,1.487,7.206,126.2,65165.803,452.929,3.998,2.99,Site-16,2021-11-22
5513,19859.248,568.444,8711.698,2.019,78.024,120.488,57.402,18317.852,11.808,423.687,1.832,0.47,20.265,38.198,18330.19,435.462,4.255,7.412,Site-34,2022-05-01
5514,17026.052,328.969,1310.472,34.497,91.066,246.416,136.64,9584.574,39.65,436.285,7.171,0.279,75.49,110.691,32471.706,330.071,3.792,0.256,Site-10,2022-02-15
5515,16407.101,266.309,1448.946,24.782,961.56,41.443,430.65,14559.593,9.935,423.302,6.889,1.68,47.233,94.492,76360.568,190.876,7.864,9.751,Site-18,2021-07-04
5516,12967.194,117.151,6085.964,25.103,605.301,259.5,312.056,9234.87,66.222,424.534,7.114,0.627,53.913,27.146,24517.628,324.498,3.061,1.624,Site-7,2020-08-09
5517,14893.509,29.068,437.414,5.022,376.968,166.629,161.77,5900.963,67.025,461.363,3.283,1.341,83.156,134.97,17448.135,364.0,0.751,0.586,Site-43,2020-08-13
5518,61.931,484.974,7542.365,17.158,499.915,71.252,163.022,1811.542,4.854,558.539,0.12,0.741,38.905,122.931,77008.453,217.553,6.648,9.65,Site-37,2020-02-22
5519,16869.311,212.02,6544.817,41.177,203.888,136.223,129.137,8936.845,49.358,430.994,9.29,0.715,7.148,178.213,24601.938,424.871,3.268,4.205,Site-15,2023-05-02
5520,18797.087,559.825,446.155,27.747,704.903,152.632,266.033,9965.564,17.785,481.81,8.342,1.963,53.268,152.815,25384.909,208.82,2.338,5.472,Site-20,2020-10-26
5521,18009.766,56.416,3885.981,22.925,53.899,68.375,413.976,7527.933,97.103,609.618,0.608,0.585,91.109,66.843,94821.825,490.493,2.946,6.161,Site-27,2022-06-03
5522,17278.979,-40.096,5064.076,17.339,101.843,21.323,424.537,14787.886,57.272,517.345,7.139,1.832,93.224,156.609,41689.17,23.842,3.388,5.957,Site-12,2023-01-06
5523,13486.145,214.646,4121.28,13.535,747.61,300.518,53.773,5059.194,97.99,592.913,1.962,1.243,73.528,149.859,97022.382,271.386,7.927,2.664,Site-1,2023-07-06
